ad_id,ad_text,vertical,geo,impressions,clicks,conversions,ctr,cr
ad_0167,Букмекерская контора. Ставки на спорт онлайн. Регистрация,betting,GB,133680,3654,9,0.02734,0.00262
ad_0168,Надёжное казино с быстрыми выплатами. До 200% бонус на депозит,gambling,US,128049,4913,13,0.03837,0.00279
ad_0169,Ставки на Champions League и другие лиги. Бонус 150%€ для новых клиентов,betting,PH,71185,1674,3,0.02352,0.00199
ad_0170,Букмекер онлайн. Множество событий для ставок каждый день,betting,DE,22129,287,0,0.01298,0.0014
ad_0171,LIVE ставки на Champions League! Бонус 100€€ + кэшбэк 10%. Начни сейчас 🔥,betting,PH,44111,1568,4,0.03555,0.00305
ad_0172,Врачи в шоке: этот метод убирает 8кг без диет. Успей со скидкой 30%!,nutra,IN,151295,5213,11,0.03446,0.00222
ad_0173,Лучшие коэффициенты на Serie A. Начни с бонуса 200€€,betting,IT,64162,1029,1,0.01604,0.00105
ad_0174,"BurnPro — проверенное средство. 5,000+ положительных отзывов",nutra,ID,159278,3633,4,0.02281,0.00128
ad_0175,Лучшие коэффициенты на Champions League. Начни с бонуса 100€€,betting,IN,164811,2462,5,0.01494,0.00233
ad_0176,Продукт для снижения веса. Попробуйте и оцените результат,nutra,DE,59470,1718,2,0.02889,0.00165
ad_0177,"Похудей на 8кг без спорта и диет! 10,000+ довольных клиентов. Закажи сейчас",nutra,BR,67879,3627,8,0.05344,0.00237
ad_0178,Получи 150% фриспинов прямо сейчас! Регистрация за 30 секунд 🔥,gambling,MX,5701,276,0,0.04853,0.00356
ad_0179,Делайте ставки на спортивные события. Широкая линия,betting,PH,160664,1656,1,0.01031,0.0008
ad_0180,⚽ Фрибет 150%€ без условий! Ставь на La Liga сегодня. Коэфы до 20x,betting,IN,189283,7527,47,0.03977,0.0063
ad_0181,Букмекерская контора. Ставки на спорт онлайн. Регистрация,betting,DE,66190,1325,2,0.02002,0.00226
ad_0182,Букмекерская контора. Ставки на спорт онлайн. Регистрация,betting,IT,56857,1158,2,0.02037,0.00181
ad_0183,"Спортивные ставки онлайн. Бонус 150%€, вывод за 24 часа",betting,DE,174773,5466,17,0.03128,0.00314
ad_0184,Лучшее онлайн казино для вас. Попробуйте свою удачу сегодня,gambling,IN,42286,544,0,0.01287,0.00082
ad_0185,"100,000+ игроков уже выиграли сегодня. Твоя очередь! Бонус 200€",gambling,US,160987,13645,107,0.08476,0.00787
ad_0186,Начните путь к стройности сегодня. Наш продукт поможет вам,nutra,IT,80657,2504,6,0.03105,0.00248
ad_0187,"Делай ставки на спорт. Высокие коэффициенты, быстрые выплаты",betting,DE,185532,10812,50,0.05828,0.00463
ad_0188,"🏆 1,000 тысяч игроков выбрали нас. Фрибет 100€€. Присоединяйся!",betting,ID,134445,4659,17,0.03466,0.00366
ad_0189,Лучшие коэффициенты на Bundesliga. Начни с бонуса 100%€,betting,DE,197553,9441,35,0.04779,0.00375
ad_0190,"🏆 10,000 тысяч игроков выбрали нас. Фрибет 100%€. Присоединяйся!",betting,IT,65011,2259,6,0.03476,0.0029
ad_0191,Снижение веса естественным путём. Закажи SlimFit сегодня,nutra,IT,181234,3535,3,0.01951,0.001
ad_0192,⚽ Фрибет 200€€ без условий! Ставь на Premier League сегодня. Коэфы до 50x,betting,IT,141043,6791,34,0.04815,0.00504
ad_0193,Начните путь к стройности сегодня. Наш продукт поможет вам,nutra,PH,77917,1100,1,0.01412,0.00149
ad_0194,"Казино с лицензией. 5,000+ игр. Бонус до 50€ для новых игроков",gambling,IT,28918,1430,4,0.04946,0.00333
ad_0195,"Букмекер с лицензией. 100,000+ видов спорта. Фрибет до 200%€",betting,TR,180671,2814,5,0.01558,0.00181
ad_0196,Лучшие слоты онлайн. Бонус 500€ на первый депозит. Играй сейчас,gambling,GB,186842,7791,45,0.0417,0.00578
ad_0197,Букмекерская контора. Ставки на спорт онлайн. Регистрация,betting,IN,109976,1518,1,0.01381,0.0012
ad_0198,"BurnPro — проверенное средство. 10,000+ положительных отзывов",nutra,US,71164,2532,8,0.03558,0.0032
ad_0199,Спортивные ставки для всех. Простая регистрация. Начните сегодня,betting,DE,110952,2545,8,0.02294,0.00333
ad_0200,Средство для похудения. Натуральные компоненты. Закажите,nutra,US,147237,2937,2,0.01995,0.001
ad_0201,⚽ Фрибет 150%€ без условий! Ставь на Serie A сегодня. Коэфы до 20x,betting,ID,168219,6373,24,0.03789,0.00384
ad_0202,Спортивные ставки для всех. Простая регистрация. Начните сегодня,betting,PH,18529,195,0,0.01055,0.00127
ad_0203,"Играй в лучшие слоты. Бонус 150%, вейджер x40. Регистрируйся",gambling,IN,119849,1583,1,0.01321,0.00101
ad_0204,Врачи в шоке: этот метод убирает 5кг без диет. Успей со скидкой 70%!,nutra,PH,67730,2705,7,0.03995,0.0028
ad_0205,"Похудей на 5кг без спорта и диет! 1,000+ довольных клиентов. Закажи сейчас",nutra,GB,149769,15011,64,0.10023,0.00429
ad_0206,Ставки на спорт с коэфами до 50x. 200€€ фрибет — только 3 дней!,betting,DE,35793,1291,6,0.03608,0.00529
ad_0207,"BurnPro — проверенное средство. 100,000+ положительных отзывов",nutra,GB,113918,6499,17,0.05705,0.00273
ad_0208,Ставки на спорт с коэфами до 50x. 500€€ фрибет — только 5 дней!,betting,PH,54967,2144,8,0.03901,0.00404
ad_0209,Худейте эффективно с нашим продуктом. Доставка по всей стране,nutra,MX,40784,868,1,0.02129,0.0013
ad_0210,Казино с бонусами. Регистрация бесплатна. Начните играть,gambling,IN,113774,1942,4,0.01707,0.00231
ad_0211,"🏆 10,000 тысяч игроков выбрали нас. Фрибет 200€€. Присоединяйся!",betting,MX,79144,2391,9,0.03022,0.00404
ad_0212,Натуральное средство для стройности. Простой заказ онлайн,nutra,IN,158862,1984,2,0.01249,0.00113
ad_0213,Натуральное средство для стройности. Простой заказ онлайн,nutra,PH,43953,367,0,0.00835,0.00062
ad_0214,"Делай ставки на спорт. Высокие коэффициенты, быстрые выплаты",betting,MX,95472,2644,4,0.0277,0.00163
ad_0215,Спортивные ставки для всех. Простая регистрация. Начните сегодня,betting,MX,147456,1619,0,0.01098,0.0006
ad_0216,Ставки на спорт. Бонусы и акции для клиентов,betting,PH,89352,721,0,0.00808,0.001
ad_0217,Надёжное казино с быстрыми выплатами. До 500€ бонус на депозит,gambling,BR,66226,2798,9,0.04226,0.00346
ad_0218,Ставки на Bundesliga и другие лиги. Бонус 50€€ для новых клиентов,betting,US,189871,13112,59,0.06906,0.00456
ad_0219,Букмекерская контора. Ставки на спорт онлайн. Регистрация,betting,ID,175922,1280,0,0.00728,0.00072
ad_0220,🎰 150% бонус на первый депозит! Только 7 дней. Играй и выигрывай!,gambling,PH,31309,1545,6,0.04935,0.00391
ad_0221,"Спортивные ставки онлайн. Бонус 500€€, вывод за 24 часа",betting,DE,9023,159,0,0.01764,0.00172
ad_0222,Натуральный продукт для снижения веса. До минус 8кг за месяц,nutra,GB,24615,824,2,0.03351,0.00246
ad_0223,Ставки на Bundesliga и другие лиги. Бонус 100€€ для новых клиентов,betting,IN,175350,4076,7,0.02325,0.00175
ad_0224,Лучшее онлайн казино для вас. Попробуйте свою удачу сегодня,gambling,TR,181778,2341,1,0.01288,0.00075
ad_0225,Эффективное средство для похудения. Скидка 60% на первый заказ,nutra,ID,146824,3691,7,0.02514,0.00201
ad_0226,Получи 150% фриспинов прямо сейчас! Регистрация за 30 секунд 🔥,gambling,IT,170455,8660,40,0.05081,0.00473
ad_0227,Известный блогер раскрыл секрет: минус 12кг за 3 дней. Попробуй бесплатно!,nutra,IN,171133,3918,4,0.0229,0.00108
ad_0228,"BurnPro — проверенное средство. 50,000+ положительных отзывов",nutra,DE,12588,617,1,0.04907,0.00216
ad_0229,Казино с бонусами. Регистрация бесплатна. Начните играть,gambling,TR,19711,204,0,0.01036,0.00058
ad_0230,Ставки на Premier League и другие лиги. Бонус 500€€ для новых клиентов,betting,TR,69014,2791,11,0.04045,0.00409
ad_0231,Снижение веса естественным путём. Закажи KetoMax сегодня,nutra,ID,49560,897,1,0.0181,0.00116
ad_0232,Надёжное казино с быстрыми выплатами. До 200€ бонус на депозит,gambling,DE,105281,4456,14,0.04233,0.00317
ad_0233,"KetoMax — проверенное средство. 1,000+ положительных отзывов",nutra,BR,65866,2580,7,0.03918,0.00295
ad_0234,"Делай ставки на спорт. Высокие коэффициенты, быстрые выплаты",betting,IN,71932,1071,1,0.0149,0.00125
ad_0235,Начните путь к стройности сегодня. Наш продукт поможет вам,nutra,US,126963,3327,2,0.02621,0.00079
ad_0236,"5,000+ событий каждый день. Фрибет 100%€ при регистрации. Успей забрать!",betting,MX,95587,2272,8,0.02377,0.00358
ad_0237,Средство для похудения. Натуральные компоненты. Закажите,nutra,IN,116230,2404,2,0.02069,0.00115
ad_0238,"KetoMax — проверенное средство. 100,000+ положительных отзывов",nutra,IN,105845,3081,5,0.02911,0.00192
ad_0239,Ставки на спорт с коэфами до 20x. 500€€ фрибет — только 7 дней!,betting,DE,188311,21523,344,0.1143,0.01599
ad_0240,Букмекер онлайн. Множество событий для ставок каждый день,betting,US,177550,2970,3,0.01673,0.00126
ad_0241,⚽ Фрибет 100€€ без условий! Ставь на Champions League сегодня. Коэфы до 50x,betting,IN,80024,1870,4,0.02338,0.00249
ad_0242,Казино с бонусами. Регистрация бесплатна. Начните играть,gambling,IT,97358,1369,0,0.01407,0.00073
ad_0243,Надёжное казино с быстрыми выплатами. До 200% бонус на депозит,gambling,BR,182671,4510,6,0.02469,0.00143
ad_0244,Средство для похудения. Натуральные компоненты. Закажите,nutra,GB,30470,1327,4,0.04356,0.0034
ad_0245,"Похудей на 5кг без спорта и диет! 5,000+ довольных клиентов. Закажи сейчас",nutra,US,156931,13663,111,0.08707,0.00814
ad_0246,LIVE ставки на La Liga! Бонус 200%€ + кэшбэк 20%. Начни сейчас 🔥,betting,GB,113921,8089,44,0.07101,0.00548
ad_0247,"1,000+ игроков уже выиграли сегодня. Твоя очередь! Бонус 200€",gambling,BR,100907,7654,54,0.07586,0.00713
ad_0248,Начните путь к стройности сегодня. Наш продукт поможет вам,nutra,MX,76441,955,0,0.0125,0.00071
ad_0249,Добро пожаловать в мир азарта. Играйте и выигрывайте призы,gambling,IN,131313,886,0,0.00675,0.00036
ad_0250,Спортивные ставки для всех. Простая регистрация. Начните сегодня,betting,TR,35191,610,1,0.01736,0.00308
ad_0251,"50,000+ событий каждый день. Фрибет 200€€ при регистрации. Успей забрать!",betting,DE,182294,7136,33,0.03915,0.00464
ad_0252,Натуральное средство для стройности. Простой заказ онлайн,nutra,ID,151096,1479,0,0.00979,0.00051
ad_0253,Спортивные ставки для всех. Простая регистрация. Начните сегодня,betting,DE,108435,2207,3,0.02036,0.00157
ad_0254,"Играй в лучшие слоты. Бонус 100%, вейджер x45. Регистрируйся",gambling,IN,101622,1774,1,0.01746,0.00109
ad_0255,Снижение веса естественным путём. Закажи NaturThin сегодня,nutra,IN,172391,3671,4,0.0213,0.00126
ad_0256,Букмекерская контора. Ставки на спорт онлайн. Регистрация,betting,DE,66295,1284,1,0.01938,0.00148
ad_0257,Лучшие коэффициенты на La Liga. Начни с бонуса 100€€,betting,US,164929,4276,13,0.02593,0.00325
ad_0258,Онлайн казино. Широкий выбор игр. Бонусы для игроков,gambling,DE,126704,4135,8,0.03264,0.00195
ad_0259,Средство для похудения. Натуральные компоненты. Закажите,nutra,IN,112032,1575,1,0.01406,0.00106
ad_0260,🎰 100% бонус на первый депозит! Только 7 дней. Играй и выигрывай!,gambling,GB,134138,8253,47,0.06153,0.00579
ad_0261,⚡ ГОРЯЩЕЕ ПРЕДЛОЖЕНИЕ: 100€ бонус + 100 фриспинов. Осталось 48ч,gambling,DE,123919,7457,42,0.06018,0.00571
ad_0262,"Букмекер с лицензией. 50,000+ видов спорта. Фрибет до 100€€",betting,MX,113759,1963,1,0.01726,0.001
ad_0263,Натуральное средство для стройности. Простой заказ онлайн,nutra,DE,133279,1885,1,0.01415,0.00086
ad_0264,"Похудей на 10кг без спорта и диет! 10,000+ довольных клиентов. Закажи сейчас",nutra,ID,61955,2884,6,0.04655,0.00213
ad_0265,Ставки на спорт с коэфами до 5x. 200€€ фрибет — только 7 дней!,betting,PH,184746,5736,10,0.03105,0.00189
ad_0266,Ставки на спорт. Бонусы и акции для клиентов,betting,MX,174037,1848,1,0.01062,0.00074
ad_0267,"Букмекер с лицензией. 50,000+ видов спорта. Фрибет до 200%€",betting,US,37023,1139,3,0.03077,0.00312
ad_0268,Букмекерская контора. Ставки на спорт онлайн. Регистрация,betting,DE,60602,1005,1,0.01659,0.00148
ad_0269,"Минус 8кг за 3 дней! 100,000+ отзывов. Скидка 40% только сегодня 🔥",nutra,IT,153000,18329,110,0.1198,0.00605
ad_0270,Лучшее онлайн казино для вас. Попробуйте свою удачу сегодня,gambling,DE,150282,4649,8,0.03094,0.00176
ad_0271,⚡ ГОРЯЩЕЕ ПРЕДЛОЖЕНИЕ: 200€ бонус + 100 фриспинов. Осталось 24ч,gambling,IT,43680,2951,24,0.06757,0.00833
ad_0272,"Похудей на 8кг без спорта и диет! 50,000+ довольных клиентов. Закажи сейчас",nutra,US,146614,6895,15,0.04703,0.00222
ad_0273,LIVE ставки на Champions League! Бонус 50€€ + кэшбэк 10%. Начни сейчас 🔥,betting,GB,8895,715,5,0.08046,0.00757
ad_0274,Лучшие коэффициенты на Champions League. Начни с бонуса 200%€,betting,BR,50677,1024,1,0.02022,0.00169
ad_0275,"5,000+ событий каждый день. Фрибет 50€€ при регистрации. Успей забрать!",betting,US,142910,8787,51,0.06149,0.00587
ad_0276,"Попробуй удачу в 100,000+ играх. Быстрые выплаты, бонус 500€",gambling,DE,139542,9269,53,0.06643,0.00574
ad_0277,"KetoMax — проверенное средство. 1,000+ положительных отзывов",nutra,DE,166246,9116,26,0.05484,0.00291
ad_0278,"Выиграй до 10,000€ с бонусом 500€! Начни с 5€ депозита",gambling,MX,130562,3142,5,0.02407,0.00169
ad_0279,Букмекерская контора. Ставки на спорт онлайн. Регистрация,betting,ID,33301,409,0,0.0123,0.00108
ad_0280,LIVE ставки на La Liga! Бонус 100%€ + кэшбэк 20%. Начни сейчас 🔥,betting,PH,43884,1577,10,0.03595,0.0067
ad_0281,"Выиграй до 100,000€ с бонусом 100€! Начни с 10€ депозита",gambling,GB,161602,9104,37,0.05634,0.00409
ad_0282,"NaturThin — проверенное средство. 1,000+ положительных отзывов",nutra,IN,30999,1054,1,0.03403,0.00181
ad_0283,Натуральное средство для стройности. Простой заказ онлайн,nutra,DE,176629,2255,1,0.01277,0.00057
ad_0284,Худейте эффективно с нашим продуктом. Доставка по всей стране,nutra,MX,61367,609,0,0.00993,0.00054
ad_0285,Ставки на спорт. Бонусы и акции для клиентов,betting,PH,64898,563,0,0.00868,0.00144
ad_0286,Букмекер онлайн. Множество событий для ставок каждый день,betting,TR,123882,1249,1,0.01009,0.00094
ad_0287,Делайте ставки на спортивные события. Широкая линия,betting,ID,29926,379,0,0.01268,0.00065
ad_0288,Ставки на La Liga и другие лиги. Бонус 50€€ для новых клиентов,betting,ID,103120,2514,7,0.02438,0.00307
ad_0289,Получи 100% фриспинов прямо сейчас! Регистрация за 30 секунд 🔥,gambling,PH,27377,737,2,0.02695,0.00304
ad_0290,Получи 50€ фриспинов прямо сейчас! Регистрация за 30 секунд 🔥,gambling,ID,198670,9136,29,0.04599,0.00325
ad_0291,"Спортивные ставки онлайн. Бонус 100%€, вывод за 24 часа",betting,GB,158738,5727,40,0.03608,0.00713
ad_0292,Эффективное средство для похудения. Скидка 30% на первый заказ,nutra,MX,112691,3474,6,0.03083,0.00199
ad_0293,Букмекер онлайн. Множество событий для ставок каждый день,betting,ID,194021,1493,0,0.0077,0.0006
ad_0294,Надёжное казино с быстрыми выплатами. До 200% бонус на депозит,gambling,IN,97181,2603,4,0.02679,0.00166
ad_0295,"Играй в лучшие слоты. Бонус 150%, вейджер x35. Регистрируйся",gambling,IT,177159,5185,10,0.02927,0.00203
ad_0296,Букмекер онлайн. Множество событий для ставок каждый день,betting,BR,33368,399,0,0.01198,0.00132
ad_0297,Ставки на La Liga и другие лиги. Бонус 100%€ для новых клиентов,betting,MX,155496,5344,15,0.03437,0.00295
ad_0298,Лучшее онлайн казино для вас. Попробуйте свою удачу сегодня,gambling,ID,152053,1932,1,0.01271,0.00076
ad_0299,Средство для похудения. Натуральные компоненты. Закажите,nutra,IT,173479,3547,4,0.02045,0.00137
ad_0300,Снижение веса естественным путём. Закажи BurnPro сегодня,nutra,US,12589,656,1,0.05211,0.00237
ad_0301,Играйте в казино онлайн. Множество слотов и настольных игр,gambling,IN,85998,1186,1,0.0138,0.00166
ad_0302,⚽ Фрибет 150%€ без условий! Ставь на Premier League сегодня. Коэфы до 50x,betting,TR,23241,1050,8,0.04519,0.00794
ad_0303,Получи 50€ фриспинов прямо сейчас! Регистрация за 30 секунд 🔥,gambling,US,144062,10033,38,0.06965,0.00384
ad_0304,"Казино с лицензией. 100,000+ игр. Бонус до 500€ для новых игроков",gambling,ID,46263,751,1,0.01625,0.00204
ad_0305,Делайте ставки на спортивные события. Широкая линия,betting,IN,90035,1009,1,0.01121,0.0011
ad_0306,Врачи в шоке: этот метод убирает 5кг без диет. Успей со скидкой 40%!,nutra,IT,46264,3205,9,0.06929,0.00297
ad_0307,Средство для похудения. Натуральные компоненты. Закажите,nutra,US,26386,1445,4,0.05477,0.00342
ad_0308,Букмекерская контора. Ставки на спорт онлайн. Регистрация,betting,PH,116152,1227,1,0.01057,0.00131
ad_0309,"Делай ставки на спорт. Высокие коэффициенты, быстрые выплаты",betting,IT,113575,3630,12,0.03197,0.00342
ad_0310,Спортивные ставки для всех. Простая регистрация. Начните сегодня,betting,BR,139308,1799,2,0.01292,0.00149
ad_0311,"Казино с лицензией. 100,000+ игр. Бонус до 100% для новых игроков",gambling,TR,182790,7987,41,0.0437,0.00523
ad_0312,"BurnPro — проверенное средство. 1,000+ положительных отзывов",nutra,IT,16905,1057,3,0.06255,0.00322
ad_0313,Надёжное казино с быстрыми выплатами. До 100% бонус на депозит,gambling,ID,7015,129,0,0.01841,0.00142
ad_0314,⚡ ГОРЯЩЕЕ ПРЕДЛОЖЕНИЕ: 200€ бонус + 100 фриспинов. Осталось 24ч,gambling,IN,80876,2912,11,0.03601,0.004
ad_0315,⚽ Фрибет 500€€ без условий! Ставь на Bundesliga сегодня. Коэфы до 10x,betting,DE,38865,1778,12,0.04576,0.00724
ad_0316,Делайте ставки на спортивные события. Широкая линия,betting,MX,65322,746,0,0.01143,0.00101
ad_0317,Натуральное средство для стройности. Простой заказ онлайн,nutra,MX,180124,1858,0,0.01032,0.00038
ad_0318,"Букмекер с лицензией. 10,000+ видов спорта. Фрибет до 200€€",betting,DE,119352,4901,20,0.04107,0.0042
ad_0319,Добро пожаловать в мир азарта. Играйте и выигрывайте призы,gambling,PH,25411,154,0,0.00608,0.00033
ad_0320,"Букмекер с лицензией. 5,000+ видов спорта. Фрибет до 100€€",betting,IT,190990,4891,20,0.02561,0.00423
ad_0321,"Похудей на 12кг без спорта и диет! 10,000+ довольных клиентов. Закажи сейчас",nutra,ID,10467,427,0,0.04088,0.00156
ad_0322,Спортивные ставки для всех. Простая регистрация. Начните сегодня,betting,GB,167037,3861,8,0.02312,0.00213
ad_0323,LIVE ставки на Champions League! Бонус 500€€ + кэшбэк 10%. Начни сейчас 🔥,betting,TR,119209,2369,4,0.01988,0.00196
ad_0324,Похудение без диет. NaturThin со скидкой 30%. Бесплатная доставка,nutra,ID,86336,1740,2,0.02016,0.00149
ad_0325,Известный блогер раскрыл секрет: минус 8кг за 7 дней. Попробуй бесплатно!,nutra,TR,138820,6721,27,0.04842,0.00407
ad_0326,Похудение без диет. KetoMax со скидкой 70%. Бесплатная доставка,nutra,DE,96586,3561,5,0.03687,0.00159
ad_0327,Ставки на спорт с коэфами до 20x. 100%€ фрибет — только 5 дней!,betting,GB,56713,5950,63,0.10493,0.01068
ad_0328,"10,000+ игроков уже выиграли сегодня. Твоя очередь! Бонус 200€",gambling,IT,51437,3344,17,0.06503,0.00516
ad_0329,"NaturThin — проверенное средство. 1,000+ положительных отзывов",nutra,PH,183555,4860,7,0.02648,0.00152
ad_0330,Эффективное средство для похудения. Скидка 50% на первый заказ,nutra,IT,44572,1517,2,0.03404,0.00173
ad_0331,"Делай ставки на спорт. Высокие коэффициенты, быстрые выплаты",betting,DE,120922,4079,11,0.03374,0.00287
ad_0332,Продукт для снижения веса. Попробуйте и оцените результат,nutra,IN,77004,750,0,0.00975,0.0006
